用户ID,商品ID,行为类型,日期,小时
1000028,3740282,cart,2017-12-03,15
1000028,2298425,cart,2017-12-03,15
1000028,4875259,pv,2017-12-03,15
1000028,3540173,pv,2017-12-03,15
1000028,4985685,cart,2017-12-03,15
1000028,756251,cart,2017-12-03,15
1000028,237758,cart,2017-12-03,15
1000028,1545095,cart,2017-12-03,15
1000028,80579,pv,2017-12-03,15
1000028,2558517,cart,2017-12-03,15
1000028,3958311,pv,2017-12-03,15
1000028,1332406,pv,2017-12-03,15
1000028,3958311,pv,2017-12-03,15
1000028,1332406,pv,2017-12-03,15
1000028,2826485,pv,2017-12-03,15
1000028,130862,cart,2017-12-03,15
1000028,3099445,pv,2017-12-03,15
1000028,130862,pv,2017-12-03,15
1000028,2808995,pv,2017-12-03,15
1000028,130862,pv,2017-12-03,15
1000028,4406528,pv,2017-12-03,15
1000028,3189208,pv,2017-12-03,15
1000028,4373095,pv,2017-12-03,15
1000028,130862,pv,2017-12-03,15
1000028,4406528,pv,2017-12-03,15
1000028,4215869,cart,2017-12-03,15
1000028,1138188,cart,2017-12-03,15
1000028,3189208,cart,2017-12-03,15
1000028,415998,pv,2017-12-03,15
1000028,4406528,pv,2017-12-03,15
1000037,3616730,pv,2017-11-25,12
1000037,435287,pv,2017-11-25,12
1000037,1437892,pv,2017-11-25,12
1000037,1792937,pv,2017-11-25,12
1000037,1437892,pv,2017-11-25,12
1000037,4483211,pv,2017-11-25,12
1000037,3561199,pv,2017-11-28,11
1000037,123989,pv,2017-11-28,11
1000037,4031999,pv,2017-11-28,12
1000037,4753136,pv,2017-11-28,12
1000037,4120269,pv,2017-11-28,12
1000037,4753136,buy,2017-11-28,12
1000037,3233631,buy,2017-11-28,12
1000037,1071479,pv,2017-11-28,12
1000037,4638593,pv,2017-11-29,12
1000037,1689621,pv,2017-11-29,12
1000037,3938585,pv,2017-11-29,12
1000037,3457648,pv,2017-11-29,12
1000037,2427580,pv,2017-11-29,12
1000037,378758,pv,2017-11-29,12
1000037,1692024,pv,2017-11-29,12
1000037,3149492,pv,2017-11-29,12
1000037,4062786,pv,2017-11-29,12
1000037,3355026,pv,2017-11-29,12
1000037,4010287,pv,2017-11-29,12
1000037,4753136,buy,2017-11-29,12
1000037,4219427,pv,2017-11-29,12
1000037,1857072,pv,2017-11-29,12
1000037,3616730,pv,2017-11-29,13
1000037,315911,pv,2017-11-29,13
1000037,4808316,pv,2017-11-29,13
1000037,3371523,pv,2017-11-30,7
1000037,2367945,pv,2017-11-30,7
1000037,1591862,pv,2017-11-30,7
1000037,470623,pv,2017-12-01,3
1000037,1437892,pv,2017-12-01,3
1000037,315911,pv,2017-12-01,3
1000037,2262199,pv,2017-12-01,3
1000037,4423605,pv,2017-12-01,3
1000037,4773509,pv,2017-12-01,3
1000037,1857072,pv,2017-12-01,3
1000037,1677297,pv,2017-12-01,3
1000037,3039178,pv,2017-12-01,3
1000037,2828564,pv,2017-12-01,3
1000037,1677297,pv,2017-12-01,3
1000037,3688574,pv,2017-12-01,3
1000037,1857072,pv,2017-12-01,3
1000037,3616730,pv,2017-12-01,4
1000037,1806110,pv,2017-12-01,4
1000037,1611215,pv,2017-12-01,4
1000037,4167909,pv,2017-12-01,4
1000037,1611215,pv,2017-12-01,5
1000037,1857072,buy,2017-12-01,5
1000037,3264111,pv,2017-12-01,5
1000037,4921034,pv,2017-12-01,5
1000037,3441422,pv,2017-12-01,5
1000037,4045944,pv,2017-12-01,6
1000037,4495092,pv,2017-12-01,9
1000037,5150170,pv,2017-12-01,9
1000037,1484153,pv,2017-12-01,9
1000037,2974493,pv,2017-12-01,9
1000037,2973743,pv,2017-12-01,9
1000037,3867921,pv,2017-12-01,9
1000037,1602165,fav,2017-12-01,9
1000037,1220308,fav,2017-12-01,9
1000037,763873,pv,2017-12-01,9
1000037,3796012,pv,2017-12-01,9
1000037,303755,buy,2017-12-01,10
1000037,153634,pv,2017-12-01,17
1000037,333337,pv,2017-12-01,17
1000037,2329861,pv,2017-12-01,18
1000037,2843275,pv,2017-12-01,18
1000037,3743320,pv,2017-12-01,18
1000037,672087,pv,2017-12-01,18
1000037,1437343,fav,2017-12-01,18
1000037,1479721,pv,2017-12-01,18
1000037,4705547,pv,2017-12-01,18
1000037,4782588,pv,2017-12-01,18
1000037,2922990,pv,2017-12-01,18
1000037,4622270,pv,2017-12-01,18
1000037,2906740,pv,2017-12-01,18
1000037,3843094,fav,2017-12-02,9
1000037,1220308,pv,2017-12-02,16
1000037,2732998,pv,2017-12-02,16
1000037,4431835,pv,2017-12-02,16
1000037,1477128,pv,2017-12-02,16
1000037,4001416,pv,2017-12-02,17
1000037,2906740,pv,2017-12-03,10
1000040,3849409,pv,2017-11-25,2
1000040,3386371,pv,2017-11-25,2
1000040,2331370,pv,2017-11-25,2
1000040,3381470,pv,2017-11-25,7
1000040,3083057,pv,2017-11-25,7
1000040,1631499,pv,2017-11-25,7
1000040,248324,pv,2017-11-25,7
1000040,10899,pv,2017-11-25,7
1000040,4751733,pv,2017-11-25,7
1000040,3367752,pv,2017-11-25,7
1000040,1101356,pv,2017-11-25,12
1000040,4043471,pv,2017-11-25,12
1000040,2243461,pv,2017-11-25,12
1000040,4966998,pv,2017-11-25,12
1000040,4992653,pv,2017-11-25,12
1000040,1598074,pv,2017-11-25,12
1000040,1987784,pv,2017-11-25,12
1000040,248324,pv,2017-11-25,12
1000040,4541301,pv,2017-11-25,12
1000040,248324,pv,2017-11-25,12
1000040,1987784,pv,2017-11-25,12
1000040,595066,pv,2017-11-25,12
1000040,4369705,pv,2017-11-25,12
1000040,3838839,pv,2017-11-25,12
1000040,3008576,pv,2017-11-25,12
1000040,841034,pv,2017-11-25,12
1000040,3838839,pv,2017-11-25,12
1000040,2501731,pv,2017-11-25,12
1000040,841034,pv,2017-11-25,12
1000040,1208967,pv,2017-11-25,12
1000040,1101984,pv,2017-11-25,12
1000040,2501731,pv,2017-11-25,12
1000040,595066,pv,2017-11-25,12
1000040,2843491,pv,2017-11-25,12
1000040,4715598,pv,2017-11-25,12
1000040,767831,pv,2017-11-25,12
1000040,1066843,pv,2017-11-25,16
1000040,4333209,pv,2017-11-25,16
1000040,675589,pv,2017-11-25,16
1000040,2040903,pv,2017-11-25,16
1000040,4463971,pv,2017-11-25,16
1000040,4785201,pv,2017-11-25,16
1000040,4872807,pv,2017-11-25,16
1000040,4945526,pv,2017-11-25,16
1000040,3506150,pv,2017-11-25,16
1000040,2580489,pv,2017-11-25,16
1000040,4656873,pv,2017-11-25,16
1000040,2905339,pv,2017-11-25,16
1000040,1598074,pv,2017-11-26,6
1000040,767831,pv,2017-11-26,6
1000040,344058,pv,2017-11-26,6
1000040,841034,pv,2017-11-26,6
1000040,2501731,pv,2017-11-26,6
1000040,841034,pv,2017-11-26,6
1000040,3643713,pv,2017-11-26,6
1000040,248324,cart,2017-11-26,6
1000040,3246783,pv,2017-11-26,6
1000040,898292,pv,2017-11-26,6
1000040,248324,pv,2017-11-26,6
1000040,2305737,pv,2017-11-26,6
1000040,1103144,pv,2017-11-26,6
1000040,3968543,pv,2017-11-26,6
1000040,3474345,pv,2017-11-26,6
1000040,1987784,pv,2017-11-26,6
1000040,1962813,pv,2017-11-26,6
1000040,3923973,pv,2017-11-26,6
1000040,4715598,pv,2017-11-26,6
1000040,248324,pv,2017-11-26,6
1000040,1101356,pv,2017-11-26,10
1000040,2171595,pv,2017-11-26,10
1000040,2243461,pv,2017-11-26,10
1000040,4541301,pv,2017-11-26,10
1000040,4960765,pv,2017-11-26,10
1000040,1118620,pv,2017-11-26,10
1000040,4821468,pv,2017-11-26,10
1000040,2320196,pv,2017-11-26,10
1000040,226821,pv,2017-11-26,10
1000040,1674340,pv,2017-11-26,10
1000040,4258341,pv,2017-11-26,10
1000040,585091,pv,2017-11-26,10
1000040,4966998,pv,2017-11-26,10
1000040,5155007,pv,2017-11-26,10
1000040,3602674,pv,2017-11-26,10
1000040,4795978,pv,2017-11-26,12
1000040,477044,pv,2017-11-26,12
1000040,806725,pv,2017-11-26,14
1000040,4258341,pv,2017-11-26,14
1000040,248324,pv,2017-11-26,14
1000040,3909833,cart,2017-11-27,4
1000040,843709,pv,2017-11-27,4
1000040,3303427,pv,2017-11-27,4
1000040,4636223,cart,2017-11-27,4
1000040,3909833,pv,2017-11-27,4
1000040,4636223,pv,2017-11-27,4
1000040,3909833,pv,2017-11-27,6
1000040,4226968,pv,2017-11-27,6
1000040,2044513,pv,2017-11-27,6
1000040,2754226,pv,2017-11-27,6
1000040,4752029,pv,2017-11-27,6
1000040,2358177,pv,2017-11-27,6
1000040,4981042,pv,2017-11-27,6
1000040,843709,pv,2017-11-27,6
1000040,3858544,pv,2017-11-27,6
1000040,2922665,pv,2017-11-27,6
1000040,4574098,pv,2017-11-27,6
1000040,5160703,pv,2017-11-27,6
1000040,3464539,pv,2017-11-27,6
1000040,4928938,pv,2017-11-27,6
1000040,3832388,pv,2017-11-27,11
1000040,2331370,pv,2017-11-27,11
1000040,377159,pv,2017-11-27,11
1000040,2317377,pv,2017-11-27,11
1000040,2044478,pv,2017-11-27,11
1000040,3822751,pv,2017-11-27,11
1000040,601373,pv,2017-11-27,11
1000040,4772606,pv,2017-11-27,11
1000040,987588,pv,2017-11-27,11
1000040,4294336,pv,2017-11-27,11
1000040,3667452,pv,2017-11-27,11
1000040,601373,pv,2017-11-27,11
1000040,956343,pv,2017-11-27,11
1000040,1573985,pv,2017-11-27,11
1000040,4852598,pv,2017-11-27,11
1000040,4980758,pv,2017-11-27,11
1000040,3667452,pv,2017-11-27,11
1000040,4865425,pv,2017-11-27,11
1000040,1160380,pv,2017-11-27,11
1000040,3524356,pv,2017-11-27,13
1000040,2368045,pv,2017-11-27,13
1000040,3471238,cart,2017-11-27,13
1000040,1082963,pv,2017-11-27,13
1000040,121154,pv,2017-11-27,13
1000040,3787445,pv,2017-11-27,13
1000040,972831,pv,2017-11-27,13
1000040,3966206,pv,2017-11-27,13
1000040,4813503,pv,2017-11-27,13
1000040,1783293,pv,2017-11-27,13
1000040,4263223,pv,2017-11-27,13
1000040,326278,pv,2017-11-27,13
1000040,4942505,pv,2017-11-27,13
1000040,3057044,pv,2017-11-27,15
1000040,4527261,pv,2017-11-27,15
1000040,2336255,pv,2017-11-27,15
1000040,5014171,pv,2017-11-27,15
1000040,4191175,pv,2017-11-27,15
1000040,3471238,pv,2017-11-27,15
1000040,3524356,pv,2017-11-27,15
1000040,1610932,pv,2017-11-27,16
1000040,4944872,pv,2017-11-27,16
1000040,1630357,pv,2017-11-27,16
1000040,13215,pv,2017-11-27,16
1000040,2031423,pv,2017-11-27,16
1000040,1514222,pv,2017-11-27,16
1000040,4413999,pv,2017-11-27,16
1000040,2492167,pv,2017-11-27,16
1000040,1073038,pv,2017-11-27,16
1000040,2492167,pv,2017-11-27,16
1000040,4765006,pv,2017-11-27,16
1000040,211641,pv,2017-11-27,16
1000040,2031423,pv,2017-11-27,16
1000040,3471238,pv,2017-11-27,16
1000040,2492167,pv,2017-11-27,16
1000040,3471238,pv,2017-11-27,16
1000040,2492167,pv,2017-11-27,16
1000040,3471238,pv,2017-11-27,16
1000040,2492167,pv,2017-11-27,16
1000040,3471238,pv,2017-11-27,16
1000040,3328741,pv,2017-11-27,16
1000040,3471238,pv,2017-11-27,16
1000040,994992,pv,2017-11-27,16
1000040,4385832,pv,2017-11-27,16
1000040,3495548,pv,2017-11-27,16
1000040,2492167,pv,2017-11-27,16
1000040,2141058,pv,2017-11-27,16
1000040,1371392,pv,2017-11-27,16
1000040,2502456,pv,2017-11-27,16
1000040,3471238,pv,2017-11-27,16
1000040,2492167,pv,2017-11-27,16
1000040,3471238,pv,2017-11-27,16
1000040,3526285,pv,2017-11-27,16
1000040,1427653,pv,2017-11-27,16
1000040,3382431,pv,2017-11-27,16
1000040,2109625,pv,2017-11-27,16
1000040,1260011,pv,2017-11-27,16
1000040,3526285,pv,2017-11-27,16
1000040,2518716,pv,2017-11-27,16
1000040,595066,pv,2017-11-28,0
1000040,560110,pv,2017-11-28,0
1000040,4480969,pv,2017-11-28,0
1000040,121862,pv,2017-11-28,0
1000040,1476040,pv,2017-11-28,0
1000040,4732559,pv,2017-11-28,0
1000040,987077,pv,2017-11-28,0
1000040,1675412,pv,2017-11-28,0
1000040,674429,pv,2017-11-28,0
1000040,464703,cart,2017-11-28,0
1000040,2492167,pv,2017-11-28,0
1000040,3471238,pv,2017-11-28,0
1000040,2492167,pv,2017-11-28,0
1000040,3471238,pv,2017-11-28,0
1000040,464703,pv,2017-11-28,4
1000040,2492167,pv,2017-11-28,4
1000040,3471238,pv,2017-11-28,4
1000040,3909833,pv,2017-11-28,4
1000040,3471238,pv,2017-11-28,7
1000040,2492167,pv,2017-11-28,7
1000040,3909833,pv,2017-11-28,7
1000040,4636223,cart,2017-11-28,8
1000040,3239327,pv,2017-11-28,10
1000040,955544,pv,2017-11-28,10
1000040,3239327,pv,2017-11-28,10
1000040,955544,cart,2017-11-28,10
1000040,3239327,pv,2017-11-28,10
1000040,4636223,pv,2017-11-28,10
1000040,2492167,pv,2017-11-28,10
1000040,3471238,pv,2017-11-28,10
1000040,2492167,pv,2017-11-28,14
1000040,3471238,pv,2017-11-28,14
1000040,2492167,pv,2017-11-28,14
1000040,3471238,pv,2017-11-28,14
1000040,2492167,pv,2017-11-28,14
1000040,3471238,pv,2017-11-28,14
1000040,4957656,pv,2017-11-28,14
1000040,2401405,pv,2017-11-28,14
1000040,1813186,pv,2017-11-28,14
1000040,2188381,pv,2017-11-28,14
1000040,2568954,pv,2017-11-28,14
1000040,1841984,pv,2017-11-28,14
1000040,601373,pv,2017-11-28,14
1000040,1101984,pv,2017-11-28,14
1000040,1823719,pv,2017-11-28,14
1000040,2991894,pv,2017-11-28,14
1000040,1569718,pv,2017-11-28,14
1000040,1891642,pv,2017-11-28,14
1000040,3312267,pv,2017-11-28,14
1000040,587013,pv,2017-11-28,14
1000040,4540513,pv,2017-11-28,14
1000040,403385,pv,2017-11-28,14
1000040,3680951,pv,2017-11-28,14
1000040,711637,pv,2017-11-28,14
1000040,2429527,pv,2017-11-28,15
1000040,1700097,pv,2017-11-28,15
1000040,3540075,pv,2017-11-28,15
1000040,2307787,pv,2017-11-28,15
1000040,1514222,pv,2017-11-28,15
1000040,1371392,pv,2017-11-28,15
1000040,1610932,pv,2017-11-28,15
1000040,350762,pv,2017-11-28,15
1000040,830308,pv,2017-11-28,15
1000040,3163184,pv,2017-11-28,15
1000040,1783293,pv,2017-11-28,15
1000040,4885125,cart,2017-11-28,15
1000040,2401405,pv,2017-11-28,15
1000040,1116495,pv,2017-11-28,15
1000040,1812835,pv,2017-11-28,15
1000040,1764973,pv,2017-11-28,15
1000040,2831493,pv,2017-11-28,15
1000040,2517500,pv,2017-11-28,15
1000040,229314,pv,2017-11-28,15
1000040,4323817,pv,2017-11-28,15
1000040,411511,pv,2017-11-28,15
1000040,4941692,pv,2017-11-28,15
1000040,2347871,pv,2017-11-28,15
1000040,160761,pv,2017-11-28,15
1000040,1946639,pv,2017-11-28,15
1000040,1105481,pv,2017-11-28,15
1000040,2031423,cart,2017-11-28,15
1000040,1850256,pv,2017-11-28,16
1000040,1412272,pv,2017-11-28,16
1000040,1850256,pv,2017-11-28,16
1000040,2160443,pv,2017-11-28,16
1000040,1953193,pv,2017-11-28,16
1000040,3393982,pv,2017-11-28,16
1000040,3749068,pv,2017-11-28,16
1000040,1988014,pv,2017-11-28,16
1000040,3422900,pv,2017-11-28,16
1000040,4872807,pv,2017-11-28,16
1000040,4258705,pv,2017-11-28,16
1000040,1368903,pv,2017-11-28,16
1000040,4302928,pv,2017-11-28,16
1000040,861614,pv,2017-11-28,16
1000040,3222196,pv,2017-11-28,16
1000040,1519724,pv,2017-11-28,16
1000040,3222196,pv,2017-11-28,16
1000040,1519724,pv,2017-11-28,16
1000040,3222196,pv,2017-11-28,16
1000040,1519724,pv,2017-11-28,16
1000040,3222196,pv,2017-11-28,16
1000040,1519724,pv,2017-11-28,16
1000040,3222196,pv,2017-11-28,16
1000040,4434462,cart,2017-11-28,16
1000040,1048650,pv,2017-11-29,11
1000040,4806611,pv,2017-11-29,11
1000040,4434462,pv,2017-11-29,12
1000040,2031423,pv,2017-11-29,12
1000040,4885125,pv,2017-11-29,12
1000040,1001015,pv,2017-11-29,12
1000040,2938349,pv,2017-11-29,12
1000040,920858,pv,2017-11-29,12
1000040,2044478,pv,2017-11-29,12
1000040,987588,pv,2017-11-29,12
1000040,3667452,pv,2017-11-29,12
1000040,4458974,pv,2017-11-29,12
1000040,1532852,pv,2017-11-29,12
1000040,4163766,pv,2017-11-29,12
1000040,1738579,pv,2017-11-29,12
1000040,2853297,pv,2017-11-29,12
1000040,3317388,pv,2017-11-29,12
1000040,3822751,pv,2017-11-29,12
1000040,1280786,pv,2017-11-29,12
1000040,597136,pv,2017-11-29,15
1000040,743435,cart,2017-11-29,16
1000040,133213,pv,2017-11-29,16
1000040,3542250,cart,2017-11-29,16
1000040,2722313,pv,2017-11-29,16
1000040,2671458,pv,2017-11-29,16
1000040,3542250,pv,2017-11-30,0
1000040,4434462,pv,2017-11-30,0
1000040,4044670,pv,2017-11-30,0
1000040,4619745,pv,2017-11-30,0
1000040,2790674,cart,2017-11-30,0
1000040,2307787,pv,2017-11-30,0
1000040,185422,cart,2017-11-30,0
1000040,1784488,pv,2017-11-30,0
1000040,4426177,pv,2017-11-30,0
1000040,48464,pv,2017-11-30,0
1000040,262896,pv,2017-11-30,0
1000040,185422,pv,2017-11-30,7
1000040,3542250,pv,2017-11-30,7
1000040,1427653,pv,2017-11-30,7
1000040,112847,pv,2017-11-30,7
1000040,1379885,pv,2017-11-30,7
1000040,248898,pv,2017-11-30,7
1000040,4872807,pv,2017-11-30,8
1000040,112847,pv,2017-11-30,15
1000040,185422,pv,2017-11-30,16
1000040,789342,pv,2017-11-30,16
1000040,2044478,pv,2017-11-30,16
1000040,1731323,pv,2017-11-30,16
1000040,193711,pv,2017-11-30,16
1000040,2795163,pv,2017-11-30,16
1000040,1260011,pv,2017-11-30,16
1000040,1309628,pv,2017-11-30,16
1000040,1959337,pv,2017-11-30,16
1000040,4672469,pv,2017-11-30,17
1000040,4107272,pv,2017-11-30,17
1000040,4669309,pv,2017-11-30,17
1000040,3879004,pv,2017-11-30,17
1000040,1399328,cart,2017-11-30,17
1000040,8592,pv,2017-11-30,17
1000040,2799998,pv,2017-11-30,17
1000040,987588,pv,2017-11-30,17
1000040,112847,pv,2017-11-30,17
1000040,1890623,pv,2017-11-30,17
1000040,2860971,pv,2017-11-30,18
1000040,1598074,pv,2017-11-30,18
1000040,339200,pv,2017-11-30,18
1000040,2764928,pv,2017-11-30,18
1000040,3187323,pv,2017-11-30,18
1000040,2764928,pv,2017-11-30,18
1000040,1920916,pv,2017-11-30,18
1000040,1283897,pv,2017-11-30,18
1000040,585091,pv,2017-11-30,18
1000040,4966998,pv,2017-11-30,18
1000040,1786471,pv,2017-11-30,18
1000040,255206,pv,2017-12-01,2
1000040,3787255,pv,2017-12-01,14
1000040,441648,pv,2017-12-01,14
1000040,933694,pv,2017-12-01,14
1000040,2250821,pv,2017-12-01,14
1000040,1678841,pv,2017-12-01,14
1000040,201988,cart,2017-12-01,14
1000040,2628702,pv,2017-12-01,14
1000040,4872807,pv,2017-12-01,14
1000040,4441794,pv,2017-12-01,14
1000040,774739,pv,2017-12-01,14
1000040,1811400,pv,2017-12-01,14
1000040,545005,pv,2017-12-01,14
1000040,201988,pv,2017-12-01,14
1000040,112847,pv,2017-12-01,14
1000040,2720422,pv,2017-12-01,15
1000040,4777442,pv,2017-12-01,15
1000040,806978,pv,2017-12-01,15
1000040,3638128,pv,2017-12-01,15
1000040,2735021,pv,2017-12-01,15
1000040,4496309,pv,2017-12-01,15
1000040,201988,pv,2017-12-02,4
1000040,3187323,pv,2017-12-02,5
1000040,3913427,pv,2017-12-02,5
1000040,185422,pv,2017-12-02,8
1000040,21511,pv,2017-12-02,8
1000040,3539586,pv,2017-12-02,8
1000040,3858460,pv,2017-12-02,8
1000040,3687050,pv,2017-12-02,8
1000040,1691718,pv,2017-12-02,8
1000040,3982770,pv,2017-12-02,8
1000040,5155007,pv,2017-12-02,8
1000040,1399328,pv,2017-12-02,8
1000040,201988,pv,2017-12-02,8
1000040,3542250,pv,2017-12-02,8
1000040,866936,pv,2017-12-02,8
1000040,928602,pv,2017-12-02,8
1000040,1826414,pv,2017-12-02,8
1000040,1700097,pv,2017-12-02,8
1000040,201988,pv,2017-12-02,13
1000040,185422,pv,2017-12-02,13
1000040,3542250,pv,2017-12-02,13
1000040,464703,pv,2017-12-02,13
1000040,8592,pv,2017-12-02,13
1000040,2044478,pv,2017-12-02,14
1000040,987588,pv,2017-12-02,14
1000040,3168200,pv,2017-12-02,14
1000040,679860,pv,2017-12-02,14
1000040,2213230,pv,2017-12-02,14
1000040,2880105,pv,2017-12-02,14
1000040,4200294,pv,2017-12-02,14
1000040,752337,pv,2017-12-02,14
1000040,2239408,pv,2017-12-02,14
1000040,2119947,pv,2017-12-02,14
1000040,3455117,pv,2017-12-02,14
1000040,2415249,pv,2017-12-02,14
1000040,5011227,pv,2017-12-02,14
1000040,3683755,pv,2017-12-02,14
1000040,4702194,pv,2017-12-02,14
1000040,3683755,pv,2017-12-02,14
1000040,2751084,pv,2017-12-02,14
1000040,1117311,pv,2017-12-02,14
1000040,2823675,pv,2017-12-02,14
1000040,112847,pv,2017-12-02,14
1000040,1311990,pv,2017-12-02,15
1000040,4835272,pv,2017-12-02,15
1000040,3818733,cart,2017-12-02,15
1000040,2219722,pv,2017-12-02,15
1000040,4465152,pv,2017-12-02,15
1000040,3822751,pv,2017-12-02,15
1000040,786013,cart,2017-12-03,10
1000040,2560262,pv,2017-12-03,11
1000040,5015020,pv,2017-12-03,11
1000040,4902325,pv,2017-12-03,11
1000040,4221063,pv,2017-12-03,11
1000040,4681564,pv,2017-12-03,11
1000040,161100,pv,2017-12-03,11
1000040,4712472,pv,2017-12-03,11
1000040,786013,pv,2017-12-03,11
1000040,524038,pv,2017-12-03,11
1000040,3848088,pv,2017-12-03,11
1000040,4295758,pv,2017-12-03,11
1000040,3268895,pv,2017-12-03,11
1000040,440126,pv,2017-12-03,11
1000040,3187323,pv,2017-12-03,11
1000040,4777442,pv,2017-12-03,11
1000040,2399241,pv,2017-12-03,11
1000040,95312,pv,2017-12-03,11
1000040,4656873,pv,2017-12-03,11
1000040,4765258,pv,2017-12-03,11
1000040,1412272,pv,2017-12-03,11
1000040,545005,pv,2017-12-03,11
1000040,500854,pv,2017-12-03,12
1000040,782081,pv,2017-12-03,12
1000040,500854,pv,2017-12-03,12
1000040,994516,pv,2017-12-03,12
1000040,3068821,pv,2017-12-03,12
1000040,3818733,pv,2017-12-03,12
1000040,201988,pv,2017-12-03,12
1000040,1399328,cart,2017-12-03,12
1000040,185422,pv,2017-12-03,12
1000045,399126,pv,2017-11-25,7
1000045,542350,pv,2017-11-25,7
1000045,2956417,pv,2017-11-25,7
1000045,680275,pv,2017-11-25,7
1000045,2956417,pv,2017-11-25,7
1000045,3825762,pv,2017-11-25,7
1000045,2956417,pv,2017-11-25,7
1000045,1079053,pv,2017-11-25,7
1000045,2956417,pv,2017-11-25,7
1000045,889284,pv,2017-11-25,7
1000045,162088,pv,2017-11-25,7
1000045,1810491,pv,2017-11-25,7
1000045,3896242,pv,2017-11-25,7
1000045,1810491,pv,2017-11-25,7
1000045,4643259,pv,2017-11-25,7
1000045,2069255,pv,2017-11-25,7
1000045,1418936,pv,2017-11-25,7
1000045,2549724,pv,2017-11-25,7
1000045,1145289,pv,2017-11-25,7
1000045,2913549,pv,2017-11-25,7
1000045,399126,pv,2017-11-25,7
1000045,1100169,pv,2017-11-25,7
1000045,3199716,pv,2017-11-25,7
1000045,3488746,pv,2017-11-25,11
1000045,4586413,pv,2017-11-25,11
1000045,1184265,pv,2017-11-25,11
1000045,4886911,pv,2017-11-25,11
1000045,669133,pv,2017-11-25,11
1000045,723288,pv,2017-11-25,11
1000045,669133,pv,2017-11-25,11
1000045,471588,pv,2017-11-25,11
1000045,1990046,pv,2017-11-25,11
1000045,1100169,pv,2017-11-25,11
1000045,1573985,pv,2017-11-25,11
1000045,669133,pv,2017-11-25,11
1000045,2069255,pv,2017-11-25,11
1000045,702776,pv,2017-11-25,11
1000045,2006551,pv,2017-11-25,11
1000045,3399340,pv,2017-11-25,11
1000045,1990046,pv,2017-11-25,13
1000045,417876,pv,2017-11-25,13
1000045,283410,pv,2017-11-25,14
1000045,1793088,pv,2017-11-25,14
1000045,3688286,pv,2017-11-25,14
1000045,3005605,pv,2017-11-25,14
1000045,3708121,pv,2017-11-25,14
1000045,363505,pv,2017-11-25,14
1000045,960908,pv,2017-11-25,14
1000045,647279,pv,2017-11-25,14
1000045,982210,pv,2017-11-25,14
1000045,4748484,pv,2017-11-25,14
1000045,4775711,pv,2017-11-25,14
1000045,3695488,pv,2017-11-25,14
1000045,4334921,pv,2017-11-25,14
1000045,1298403,pv,2017-11-25,14
1000045,4334921,pv,2017-11-25,14
1000045,1343957,pv,2017-11-25,14
1000045,3159017,pv,2017-11-25,14
1000045,1970239,pv,2017-11-25,14
1000045,4775711,pv,2017-11-25,14
1000045,2095329,pv,2017-11-25,14
1000045,3522661,pv,2017-11-25,14
1000045,4914158,pv,2017-11-25,14
1000045,1990046,pv,2017-11-26,11
1000045,4860312,pv,2017-11-26,11
1000045,2069255,pv,2017-11-26,11
1000045,1523583,pv,2017-11-26,11
1000045,2470496,pv,2017-11-26,11
1000045,3688286,pv,2017-11-26,11
1000045,3300966,pv,2017-11-26,11
1000045,4748484,pv,2017-11-26,11
1000045,1523583,pv,2017-11-26,11
1000045,4007613,pv,2017-11-26,11
1000045,3080593,pv,2017-11-26,11
1000045,233368,pv,2017-11-26,12
1000045,956343,pv,2017-11-26,12
1000045,1990046,pv,2017-11-26,12
1000045,3403645,pv,2017-11-26,12
1000045,1614183,pv,2017-11-26,12
1000045,3977352,pv,2017-11-26,12
1000045,4947400,pv,2017-11-26,12
1000045,2106727,pv,2017-11-26,12
1000045,3831490,pv,2017-11-26,15
1000045,4582488,pv,2017-11-27,4
1000045,3282365,pv,2017-11-29,9
1000045,4030490,pv,2017-11-29,9
1000045,4047327,pv,2017-11-30,11
1000045,2567093,pv,2017-11-30,11
1000045,4641975,pv,2017-11-30,11
1000045,2313739,pv,2017-11-30,11
1000045,777878,pv,2017-11-30,11
1000045,2567093,pv,2017-11-30,11
1000045,4700038,pv,2017-11-30,11
1000045,656454,pv,2017-11-30,11
1000045,777878,pv,2017-11-30,11
1000045,3403645,pv,2017-11-30,11
1000045,233368,pv,2017-11-30,11
1000045,3908819,pv,2017-11-30,11
1000045,2106727,pv,2017-11-30,11
1000045,4281942,pv,2017-11-30,11
1000045,1970239,pv,2017-11-30,11
1000045,4334921,pv,2017-11-30,11
1000045,4952541,pv,2017-11-30,11
1000045,2106727,pv,2017-12-02,11
